"May 27, 2024,K1 0 23 001,Roller sliding,Temuan pintu toilet ujung 2 seret .indikasi anjlok,TDL setel baut pada loler pintu toilet (close),1,-"
"May 24, 2024,K1 0 23 013,Roller sliding,Temuan pintu toilet 1 seret,Di temukan engsel tengah pintu seret TDL memberi pelumas pada engsel pintu dengan hasil pintu tidak seret,1,https://drive.google.com/open?id=10lWVWz3uGliHZ-1KCDBwOVhk7y8gfrfq"
"May 19, 2024,K1 0 23 045,Roller sliding,""temuan pintu toilet pria seret saat dibuka tutup, indikasi baut roller pintu lepas"",TDL memasang kembali baut roller yang lepas,1,-"
"May 16, 2024,K1 0 23 056,Roller sliding,Temuan toilet pria Doorclosher lepas dan baut roller kendor,TDL dilakukan pemasangan kembali doorclosher dan pengencangan baut roller yg kendor (Close),1,-"
"May 15, 2024,K1 0 23 001,Roller sliding,Pintu toilet ujung 2 susah di tutup indikasi roller bergesekan dengan body pintu toilet,TDL perbaikan pda dudukan roller di modif agar tidak seret (Close),1,-"
"May 14, 2024,K1 0 23 036,Roller sliding,Temuan lintas pintu toilet pria seret saat menutup. indikasi baut roler pintu terlalu turun,TDL melakukan setting baut roller agar pintu bisa menutup normal (close),1,-"
"May 13, 2024,K3 0 24 020,Roller sliding,Temuan pintu toilet pria seret,TDL menaikan setelan baut loler dengan hasil pintu sudah kembali normal (close),1,-"
"May 4, 2024,K1 0 23 015,Roller sliding,Temuan saat dilintas pintu toilet U 1 roller terlepas sehingga pintu susah untuk di buka tutup,TDL pemasangan kembali roller pintu yg terlepas (Close),1,-"
"Apr 23, 2024,K1 0 23 058,Roller sliding,""K1 0 23 58, Temuan slot pengunci toilet wanita anjlok,"","",tdl sesampainya di jakk melakukan setting baut roller agar pintu bisa di kunci (close)"",1,https://drive.google.com/open?id=1paHXONWPdAvITMW9qqLtMsGxw-Vat_bo"
"Apr 15, 2024,K1 0 23 046,Roller sliding,Roller pintu toilet male aus/dol,Mengganti roller dengan yang baru,1,-"
"Apr 7, 2024,K1 0 23 024,Roller sliding,Pintu toilet pria seret. Dilakukan pengecekan dan ditemukan roller yg rusak,TDL dilakukan penggantian roller dengan hasil OK.,1,-"
"Apr 6, 2024,K1 0 23 002,Roller sliding,Temuan lintas pintu lavatory ujung 1 anjlok sehingga tidak bisa menutup,""dl pengencangan pada baut roller yang lepasdan baut astengah yg anjlok, hasil baik/normal (close)"",1,-"
"Apr 5, 2024,K1 0 23 056,Roller sliding,Pintu toilet pria anjlok sehingga mempersulit akses buka-tutup,Tindak lanjut melakukan adjusting mur dan baut slide pintu toilet hasil normal.(Close),1,-"
"Apr 3, 2024,K1 0 23 056,Roller sliding,pintu lavatory anjlok sehingga tdk menutup maximal,d lakukan penyetelan ulang pd pintu tersebut baut stopernya d kunci,1,https://drive.google.com/open?id=1iynyPZgOcyPTikLByrXSgKrUXMtnuf0K"
"Apr 3, 2024,K1 0 23 052,Roller sliding,pintu lavatory anjlok sehingga tdk bisa menutup maximal,penyetelan ulang pd baut roler pintu,1,https://drive.google.com/open?id=1PcmrzrrICDk688jUbnPWz1Gzv6uAAmmM"
"Apr 2, 2024,K3 0 24 005,Roller sliding,Loler pintu toilet wanita anjlok,Setting loler pintu,1,https://drive.google.com/open?id=1rzBSFHYXWN6y-teQZyXLCKHNJqYtUI5H"
"Mar 29, 2024,K1 0 23 024,Roller sliding,Temuan baut roller pada pintu toilet pria kendur,TDL melakukan pengencangan kembali pada baut roller yg kendur (Close),1,https://drive.google.com/open?id=1QGT19yBU_3vn9bUPr8MDXa3Hi3WVlTi4"
"Mar 25, 2024,K1 0 23 015,Roller sliding,Pintu toilet ujung No 01 anjlok,melakukan pengencangan/Pemasangan kembali pada baut roller yg terlepas dan baut as tengah yg anjlok (Close),1,-"
"Mar 22, 2024,K1 0 23 015,Roller sliding,""K1 0 23 15 Lux*  Temuan pintu toilet ujung 1 seret dan saat di kunci masih bisa terbuka. Indikasi pentil grendel pintu untuk mengunci terlepas dan roller kendor pada baut"",TDL Pemasangan kembali pentil pengunci dan pengencangan kembali baut roller (Close),1,""https://drive.google.com/open?id=1Mb7XO0rtDB78-TrDeGHmL2Qn6Mjignch https://drive.google.com/open?id=1IMp5VCpujb3FJcw9wf6s-kd0EOm074-p"""
"Mar 22, 2024,K1 0 23 040,Roller sliding,Temuan Baut roller toilet wanita kendur,TDL melakukan pengencangan pada baut roller yg kendur (Close),1,https://drive.google.com/open?id=1fkEOhB72mU3LbWByUs-JUslEHmNUpOf8"
"Mar 19, 2024,K1 0 23 047,Roller sliding,ditemukan baut roller pintu toilet pria lepas,tdl melakukan pemasangan kembali baut roller pintu yang lepas (close),1,https://drive.google.com/open?id=1TLg5dZAOJUZEYrGZrPjGuaXpS7Sp4KUk"
"Mar 12, 2024,K1 0 23 033,Roller sliding,Toilet pria tidak bisa menutup sempurna. Indikasi baut pada roller aus,dilakukan penggantian baut yang aus,1,-"
"Mar 12, 2024,K1 0 23 016,Roller sliding,""Pintu toilet pria seret, ditemukan pintu toilet anjlok"",Setting baut roller,1,https://drive.google.com/open?id=1GAy9YxIR1QRpmazqYGQi-Kbo3LLogccw"
"Mar 11, 2024,K1 0 23 030,Roller sliding,""K1 0 23 30  toilet pria tidak bisa menutup sempurna. Indikasi pintu toilet baut roller kurang kencang dan kurang mendorong pentil pengunci bagian atas pintu"",TDL setting pentil sedikit di naikan dan pengencangan pada roller pintu yg kendur (Close),1,https://drive.google.com/open?id=1c45yhfFdMV7s95TT270l9nv8182viFzm"
"Mar 10, 2024,K1 0 23 027,Roller sliding,""K1 0 23 27*  Temuan TKA Saat di lintas, toilet wanita tidak bisa menutup/mengunci sempurna. Indikasi grendel pintu toilet kurang mendorong pentil pengunci di bagian atas pintu"",TDL setting pentil sedikit di naikan dan pengencangan pada roller pintu yg kendur (Close),1,https://drive.google.com/open?id=1axd3j1Va09lPJqhST97D_wSf3Pg3pe_K"
"Mar 8, 2024,K1 0 23 027,Roller sliding,pintu toilet wanita kurang lancar,setting pada baut roller,1,https://drive.google.com/open?id=1h_1xA4UEgQin5q09LAfYKdm4J2C_bSqg"
"Mar 5, 2024,K1 0 23 026,Roller sliding,Temuan pintu Toilet wanita seret,""setting baut roller pada pintu,"",1,https://drive.google.com/open?id=1olL8uCw3El5z2ixuKShNSYHr98bySqGd"
"Mar 5, 2024,K1 0 23 030,Roller sliding,Temuan pintu toilet wanita seret,""setting baut roller pada pintu,"",1,https://drive.google.com/open?id=12xXNvoQ9hTlTe070Stp9GfJ61USkBDD_"
"Mar 4, 2024,K1 0 23 032,Roller sliding,""pintu toilet pria sering lepas dari rell, dikarenakan engsel tengah anjlok,"",penggantian roller pintu dikarenakan drat Aus,1,https://drive.google.com/open?id=1iADh2B06HcAO87yvCFZON7shcCdJW5zG"
"Feb 29, 2024,K1 0 23 024,Roller sliding,Temuan ulir baut roller pintu toilet pria aus,penggantian baut roller pintu toilet,1,https://drive.google.com/open?id=1qlKK3MlrywrF1wZfILPpVacnmGdcoHfJ"
"Feb 24, 2024,K1 0 23 050,Roller sliding,Temuan pintu toilet pria anjlok . Di temukan baut roler pintu lepas .,pasang kembali baut roler pintu toilet,1,https://drive.google.com/open?id=1u2ECMTBORlDXVbTwcGh0fQUmCTpRs-An"
"Feb 24, 2024,K1 0 23 015,Roller sliding,drat ulir roller pintu toilet ujung 2 aus,dilakukan penggantian roller,1,https://drive.google.com/open?id=1ixKZ8UhW7waJjLY__jdbkeVNyqKDmBpz"
"Feb 21, 2024,K1 0 23 046,Roller sliding,""Pintu toilet pria seret, ditemukan baut roller pintu kendor."",pengencangan baut roller pintu yang kendor,1,https://drive.google.com/open?id=1rS2NOspz20Izsem_hzI-AXUsTGyTJmIC"
"Feb 20, 2024,K1 0 23 027,Roller sliding,Temuan roller door toilet wanita lepas,dilakukan pemasangan kembali roller door,1,-"
"Feb 18, 2024,K1 0 23 016,Roller sliding,Pintu toilet pria anjlok karena baut roller door kendor,pengencangan baut roller door agar pintu toilet pria tidak anjlok,1,https://drive.google.com/open?id=1p2S7TUsmQHRfMrHkwSxqxWVrIMWNrW_E"
"Feb 17, 2024,K1 0 23 015,Roller sliding,Temuan Pintu toilet ujung 1 tidak bisa mengunci ditemukan Rooller pintu toilet ujung 1 lepas,pemasangan kembali roller toilet ujung 1,1,https://drive.google.com/open?id=1MA2U9u3u8p5bJVMaKkPi98_H5Tc8e0HM"
"Feb 8, 2024,K1 0 23 039,Roller sliding,temuan baut antara roda gantung dan pintu toilet wanita lepas,memasang kembali baut yang lepas,1,https://drive.google.com/open?id=1om5oLnImgo-B4pe7CrW3EIYbMG72TYN0"
"Feb 6, 2024,K1 0 23 023,Roller sliding,Proses buka tutup pintu toilet pria seret.,ditemukan baut penghubung pintu dengan roller kendor. Dilakukan pengencangan baut roller.,1,https://drive.google.com/open?id=1wE5hBQhvhOPtwHChKRqS0Cwfauw7ENEq"
"Jan 31, 2024,K1 0 23 007,Roller sliding,Pintu toilet pria tidak bisa menutup sempurna karena baut roller door kendor,Pengencangan baut roller door toilet pria,1,https://drive.google.com/open?id=1AS9uGKrS6cZDHFlAAqB7NOLgnJSDV2Cg"
"Jan 29, 2024,K1 0 23 023,Roller sliding,Pintu toilet pria tidak bisa menutup sempurna karena baut roller door kendor,pengencangan baut roller door,1,https://drive.google.com/open?id=1G98rWPkjPUAGADVXQgM4qjpq-7ul7-kt"
"Jan 26, 2024,K1 0 23 021,Roller sliding,""Buka tutup pintu toilet pria tidak lancar, ditemukan baut pada roller pintu kendur"",Pengencangan baut roller pintu toilet pria,1,https://drive.google.com/open?id=1hIZag5R3L4-EpOLP7Zqrl6gmru9L4Zqb"
"Jan 23, 2024,K1 0 23 005,Roller sliding,Roller door toilet wanita lepas,pengencangan roller door toilet wanita,1,-"
"Jan 23, 2024,K1 0 23 002,Roller sliding,Baut roller pintu toilet anjlok dan kendor,pengencangan baut roller pintu toilet,1,-"
"Jan 23, 2024,K1 0 23 042,Roller sliding,Roller door toilet wanita lepas,pengencangan roller door toilet wanita,1,-"
"Jan 23, 2024,K1 0 23 038,Roller sliding,Roller door toilet pria lepas,pengencangan roller door toilet pria,1,-"
"Jan 22, 2024,K1 0 23 037,Roller sliding,Roda pintu toilet lepas,Pemasangan kembali roda pintu toilet,1,https://drive.google.com/open?id=1i81uKDsHeRo58Wj26O2caE8oyBBwfv_E"
"Jan 21, 2024,K1 0 23 039,Roller sliding,Setelan roller turun susah untuk dikunci,Setel ulang roller pintu,1,https://drive.google.com/open?id=1XsVtz8Esq3UnrNRsQBSqeh9hxTczocRo"
"Jan 21, 2024,K1 0 23 039,Roller sliding,""Pintu Lavatory toilet wanita tidak bisa dikunci maksimal karena slot pengunci mentok ,lubang pengunci kurang kebawah"",Pengencangan baut roller pintu toilet,1,-"
"Jan 21, 2024,K1 0 23 037,Roller sliding,Temuan door lavatory bautnya kendor karena tidak ada roller,Pengencangan baut door lavatory,1,-"
"Jan 21, 2024,K1 0 23 038,Roller sliding,roller door toilet pria lepas,Pemasangan ulang roller door toilet pria,1,-"
"Jan 21, 2024,K1 0 23 037,Roller sliding,Temuan K1 0 23 37 rollong door lavatory pria lepas TDL akan diperbaiki di DAO,pasang kembali,1,-"
"Dec 30, 2023,K1 0 23 017,Roller sliding,Baut roller pintu toilet wanita tidak ada,Pemberian baut pada roller pintu toilet,1,https://drive.google.com/open?id=1i-301LBEGxLoQ3UVLlV6iukfa1dmIRul"
"Dec 29, 2023,K1 0 23 033,Roller sliding,Pintu lavatory wanita tidak dapat mengunci,Roller pintu terpasang terbalik.. (Balik roller)Sehingga bolt tidak ngedrat,1,-"
"Dec 25, 2023,K1 0 23 024,Roller sliding,Baut roller pintu kamar kecil hilang,Minta baut 13an ke DAO dan memasangnya,1,https://drive.google.com/open?id=1HVUm7Enk62sUma1AKEDOF-nw8Ryzq-Ot"
"Dec 25, 2023,K1 0 23 020,Roller sliding,Baut roller pintu lavatory hilang,Penggantian baut roller pintu lavatory,1,https://drive.google.com/open?id=1CkzWYUYlBTcypDx4WaD6bRT8ySETOBxS"
"Dec 21, 2023,K1 0 23 003,Roller sliding,Baut roller pintu toilet ulir rusak,Dilakukan penggantian bolt roler karena aus,1,https://drive.google.com/open?id=1wxtGdobliBT1UP3yL5e7A703ebzuWVs2"
"Dec 20, 2023,K1 0 23 022,Roller sliding,Pintu toilet pria seret,Setting roller pintu,1,https://drive.google.com/open?id=1fXUMw5oAhIWsPVRLgmxpVp1LIrvRs4J3"
"Dec 16, 2023,K1 0 23 011,Roller sliding,Roller pintu lavatory wanita seret,Dilakukan setting ulang pada bolt roller sampai tidak seret ketika dibuka n tutup,1,-"
