"Jul 26, 2024,K1 0 23 029,Filter flushing,Temuan toilet pria air closet mengalir terus,Pembersihan pada filter flush dan karet katup flush hasil baik sudah tidak ada yg mengalir,1,https://drive.google.com/open?id=1_0XRR7PUC2FG0uXWnnddu57Q--SQU64T"
"Jul 25, 2024,K1 0 23 058,Filter flushing,Temuan toilet pria air closet mengalir terus,Pembersihan pada filter flush dan karet katup flush hasil baik sudah tidak ada yg mengalir,1,https://drive.google.com/open?id=1VIyYl5dKt7U-aFhaxupN7qcro5bCYYtv"
"Jul 20, 2024,K1 0 23 060,Filter flushing,air mengalir terus pada closet pria,dilakukan pembersihan Tangki flushing dan apung apung Flushing,1,https://drive.google.com/open?id=151p2U9avIdNAr2j2pklShEo37DKCHe2C"
"Jul 20, 2024,K1 0 23 047,Filter flushing,Temuan toilet wanita air closet ngalir trus,TL pembersihan filter flush dan setting apung²,1,https://drive.google.com/open?id=1IXTTa_CUWnJvylOWwgEneujwUUHreBHO"
"Jul 19, 2024,K1 0 23 037,Filter flushing,Temuan toilet pria air closet mengalir trus,""TDL pembersihan pda filter flush, setting katup elektrik hasil sudah tidak mengalir"",1,https://drive.google.com/open?id=1LBZVNL1PmBT2JY7FYXp-8bEq8JrsgT2U"
"Jul 18, 2024,K1 0 24 014,Filter flushing,Toilet wanita air closed ngalir trus TL pembersihan filter flush,setting apung-apung & setting katup elektrik,1,https://drive.google.com/open?id=1qRrF03otIumYZyLibNTu4_Li6SMgX_6l"
"Jul 17, 2024,K1 0 23 054,Filter flushing,temuan closet toilet pria ngalir trs,tdl melakukan pembersihan filter flushing hasil air tidak mengalir lagi (close),1,-"
"Jul 17, 2024,K1 0 23 011,Filter flushing,?temuan toilet pria air closet mengalir terus,tdl melakukan pembersihan filter flushing hasil air closed tidak mengalir lagi (close),1,-"
"Jul 16, 2024,K1 0 23 027,Filter flushing,""Toilet wanita air closet mengalir terus menerus, indikasi fillter flusing kotor."",TDL dilakukan pembersihan pada karet seal flusing (Close),1,-"
"Jul 15, 2024,K1 0 23 052,Filter flushing,""temuan toilet pria,stelah di tekan tombol flashing air tidak mengisi pada tangki"",TDL di lakukan pembersihan pada katup pengisian karena kotor dan air dapat mengisi kembali.,1,-"
"Jul 14, 2024,K1 0 23 041,Filter flushing,K1 0 23 41 flushing toilet pria tidak berhenti mengeluarkan air,""dilakukan pembersihan apung"""" Flusing(close)"",1,-"
"Jul 14, 2024,K1 0 23 056,Filter flushing,""Air pada kloset toilet pria ngocor, indikasi apung"""" Flusing kotor"",""dilakukan pembersihan apung"""" Flusing(close)"",1,-"
"Jul 14, 2024,K1 0 23 049,Filter flushing,""Air pada kloset toilet pria ngocor, indikasi apung"""" Flusing kotor"",""dilakukan pembersihan apung"""" Flusing(close)"",1,-"
"Jul 13, 2024,M1 0 23 006,Filter flushing,""Temuan watertank kloset tidak ter isi, indikasi filter apung"""" pengisian kotor"",""dilakukan pembersihan filter apung"""" hasil air sudah ter isi (close)"",1,https://drive.google.com/open?id=1csdUfSNdRTh8SeBeiPz4_tAMIEvYVtSu"
"Jul 13, 2024,K1 0 23 008,Filter flushing,""Tandon flustank tidak terisi air, indikasi apung"""" Tandon Air kotor,"",""dilakukan pembersihan pada filter tandon air, hasil tandon sudah terisi (close)"",1,-"
"Jul 13, 2024,K1 0 23 058,Filter flushing,""Air ngocor pada kloset toilet pria, indikasi apung"""" Flusing kotor"",""dilakukan pembersihan apung"""" Flusing"",1,https://drive.google.com/open?id=1WabZBzVv_BSvXh35uHtShGiPfN3rXByr"
"Jul 13, 2024,K1 0 23 042,Filter flushing,""Air pada kloset toilet wanita ngocor, indikasi apung"""" Flusing kotor"",""dilakuakan pembersihan pada apung"""" Flusing (close)"",1,-"
"Jul 13, 2024,K1 0 23 052,Filter flushing,""Temuan watertank kloset tidak ter isi, indikasi filter apung"""" pengisian kotor"",""dilakukan pembersihan filter apung"""" hasil air sudah ter isi (close)"",1,-"
"Jul 12, 2024,K1 0 23 010,Filter flushing,Temuan toilet pria air flusing mengalir terus menerus,TDL pembersihan fillter flusing (Close),1,-"
"Jul 12, 2024,K1 0 23 027,Filter flushing,Temuan toilet pria air flusing mengalir terus menerus,TDL pembersihan fillter flusing (Close),1,-"
"Jul 12, 2024,K1 0 23 009,Filter flushing,Temuan toilet pria air flusing mengalir terus menerus,TDL pembersihan fillter flusing (Close),1,-"
"Jul 12, 2024,K1 0 23 008,Filter flushing,Temuan toilet wanita air flusing mengalir terus menerus,TDL pembersihan fillter flusing (Close),1,-"
"Jul 12, 2024,K1 0 23 005,Filter flushing,""Air pasa kloset toilet pria ngocor, indikasi apung"""" Flusing kotor"",""dilakukan pembersihan apung""""(close)"",1,-"
"Jul 12, 2024,K1 0 23 007,Filter flushing,Temuan toilet wanita air flusing mengalir terus menerus,TDL pembersihan fillter flusing (Close),1,-"
"Jul 12, 2024,K1 0 23 044,Filter flushing,Temuan toilet pria air flusing mengalir terus menerus,TDL pembersihan fillter flusing (Close),1,-"
"Jul 12, 2024,K1 0 23 049,Filter flushing,Temuan toilet pria air flusing mengalir terus menerus,TDL pembersihan fillter flusing (Close),1,-"
"Jul 12, 2024,K1 0 23 050,Filter flushing,Temuan toilet pria air flusing mengalir terus menerus,TDL pembersihan fillter flusing (Close),1,-"
"Jul 11, 2024,K1 0 23 042,Filter flushing,""Temuan tim kai air pada kloset toilet wanita ngocor, indikasi apung"""" Flusing kotor"",""dilakukan pembersihan pada apung"""" Flusing, air sudah tidak ngocor (close)"",1,https://drive.google.com/open?id=1Je9cuME78ICb699B5v3dLtFCCVctMBKf"
"Jul 11, 2024,K1 0 23 056,Filter flushing,""Temuan tim kai air pada kloset toilet wanita ngocor, indikasi apung"""" Flusing kotor,"",""dilakukan pembersihan pada apung"""" Flusing, air sudah tidak ngocor (close)"",1,https://drive.google.com/open?id=1Nrugo9Ej1CTZ5MJ-r7q8ZZd3QIlslNBD"
"Jul 11, 2024,K1 0 23 060,Filter flushing,""Temuan air pada kloset toilet wanita mengalir, indikasi apung"""" Flusing kotor"",dilakukan pembersihan dan setting selenoid hasil air sudah tidak ngocor(close),1,-"
"Jul 10, 2024,K1 0 23 010,Filter flushing,""Temuan tim chuker air pada kloset toilet wanita ngocor, indikasi aping apung flusing kotor"",""dilakukan pembersihan apung apung flusing dan seting selenoid, hasil air sudah tidak ngocor (close)"",1,-"
"Jul 10, 2024,K1 0 23 007,Filter flushing,""Temuan tim chuker air pada kloset toilet pria wanita ngocor, indikasi apung apung flusing kotor"",dilakukan pembersihan pada apung apung flusing hasil air sudah tidak ngocor (close),1,-"
"Jul 9, 2024,K1 0 23 029,Filter flushing,""Temuan internal air pada kloset toilet pria ngocor, indikasi filter flusing kotor"",""TL dilakukan pembersihan filter flusing dan setting apung"""" Flusing hasil air sudah tidak ngocor (close)"",1,-"
"Jul 8, 2024,K1 0 23 056,Filter flushing,Air pada closet Toilet pria ngocor,TDL dilakukan pembersihan dan setting Apung Apung.,1,https://drive.google.com/open?id=1YFmXFDURu1EYrVHIoeroaePXZNOQNu2x"
"Jul 8, 2024,K1 0 24 011,Filter flushing,""Tangki Flushing toilet pria tidak dapat mengisi, Indikasi Apung Apung kotor/tersumbat"",""Dilakukan pembersihan Apung Apung masih belum bisa mengisi. Kemudian diganti apung"""" baru milik KAI hasil sudah dapat mengisi"",1,https://drive.google.com/open?id=1TxO991SaSJ02njYqlvn-QyXSyo6oSHPO"
"Jul 8, 2024,K1 0 23 044,Filter flushing,""Temuan tka air pada tandon flusing toilet pria tidak terisi, indikasi filter apung"""" Kotor"",""TL pembersihan filter apung"""", hasil tandon flusing dapat terisi kembali dan juga di lakukan pembersihan filter flusing(close)"",1,-"
"Jul 8, 2024,K3 0 24 008,Filter flushing,Flushing toilet wanita macet air mengalir terus,""TL pembersihan filter flush, setting apung-apung dan setting katup elektrik (Close)"",1,-"
"Jul 8, 2024,K1 0 23 045,Filter flushing,Temuan internal air pada kloset toilet pria ngocor,TL di lakukan pembersihan filter flusing dan air sudah tidak ngocor(close),1,-"
"Jul 7, 2024,K1 0 23 044,Filter flushing,""Toilet pria tidak bisa flushing,"",""dilakukan pembersihan dan setting Apung Apung flushing,"",1,https://drive.google.com/open?id=19puQhc6sc0wZXLWiT_8XsufSUt9FmFFt"
"Jul 6, 2024,K1 0 23 045,Filter flushing,""temuan air tidak mau ngisi otomatis pada tangki dan air ngalir terus menerus pada closed toilet pria, indikasi katup pada pengisian kotor dan apung-apung flushing tidak pas posisinya,"",TDL di lakukan pembersihan katup dan air dapat mengisi dengan baik dan pemasangan ulang apung-apung flushing.,1,https://drive.google.com/open?id=1O2i90lLbM8uLBNrmzSceIyjH0z7nBlAh"
"Jul 6, 2024,K1 0 23 011,Filter flushing,""Temuan dari tim kai, air pada closed toilet pria ngocor , indikasi filter flushing kotor"",""DTL di lakukan pembersihan serta seting valve selenoid, hasil air sudah tidak ngocor lagi (close)"",1,-"
"Jul 6, 2024,K1 0 23 007,Filter flushing,""Temuan dari tim kai, air pada closed toilet pria ngocor , indikasi filter flushing kotor"",""DTL di lakukan pembersihan serta seting valve selenoid, hasil air sudah tidak ngocor lagi (close)"",1,-"
"Jul 6, 2024,K1 0 23 051,Filter flushing,""Temuan dari tim kai Air mengalir di closed toilet pria, indikasi filter flusing kotor"",""(TL) dilakukan pembersihan pada filter flusing dan penyetelan pada valve sensor, air sudah tidak mengalir(close)"",1,-"
"Jul 6, 2024,K1 0 23 045,Filter flushing,""Temuan dari tim kai Air mengalir di closed toilet pria, indikasi filter flusing kotor"",""(TL) dilakukan pembersihan pada filter flusing dan penyetelan pada valve sensor, air sudah tidak mengalir (close)"",1,-"
"Jul 6, 2024,K1 0 23 047,Filter flushing,""Temuan dari tim kai Air mengalir di closed toilet pria, indikasi filter flusing kotor"",""(TL) dilakukan pembersihan pada filter flusing dan penyetelan pada valve sensor, air sudah tidak mengalir (close)"",1,-"
"Jul 5, 2024,K1 0 23 055,Filter flushing,""Temuan internal, air pada closed toilet wanita dan pria ngocor , indikasi filter flushing kotor"",DTL di lakukan pembersihan serta seting valve selenoid (close),1,-"
"Jul 5, 2024,K1 0 23 056,Filter flushing,""Temuan dari tim kai, air pada closed wanita ngocor , indikasi filter flushing kotor"",DTL di lakukan pembersihan serta seting valve selenoid (close),1,-"
"Jul 5, 2024,K1 0 23 059,Filter flushing,""Temuan dari tim kai Air mengalir di closed toilet pria, indikasi filter flusing kotor"",""(TL) dilakukan pembersihan pada filter flusing dan penyetelan pada valve sensor, air sudah tidak mengalir (close)"",1,-"
"Jul 5, 2024,K1 0 23 005,Filter flushing,""Temuan dari tim kai Air mengalir di closed toilet pria, indikasi filter flusing kotor"",""(TL) dilakukan pembersihan pada filter flusing dan penyetelan pada valve sensor, air masih ngalir halus (pantauan)"",1,-"
"Jul 5, 2024,K1 0 23 011,Filter flushing,""Temuan dari tim kai, air pada closed toilet pria ngocor , indikasi filter flushing kotor"",""DTL di lakukan pembersihan serta seting apung apung, hasil air sudah tidak ngocor (close)"",1,-"
"Jul 5, 2024,K1 0 23 010,Filter flushing,""Temuan dari tim kai, air pada closed toilet pria ngocor , indikasi filter flushing kotor"",""DTL di lakukan pembersihan serta seting apung apung, hasil air sudah tidak ngocor (close)"",1,-"
"Jul 5, 2024,K1 0 23 009,Filter flushing,""Temuan dari tim kai, air pada closed toilet pria ngocor , indikasi filter flushing kotor"",""DTL di lakukan pembersihan serta seting apung apung, hasil air sudah tidak ngocor (close)"",1,-"
"Jul 5, 2024,K1 0 23 008,Filter flushing,""Temuan dari tim kai, air pada closed toilet pria wanita ngocor , indikasi filter flushing kotor"",""DTL di lakukan pembersihan serta seting apung apung, hasil air sudah tidak ngocor (close)"",1,-"
"Jul 5, 2024,K1 0 23 007,Filter flushing,""Temuan dari tim kai, air pada closed toilet pria ngocor , indikasi filter flushing kotor"",""DTL di lakukan pembersihan serta seting apung apung, hasil air sudah tidak ngocor (close)"",1,-"
"Jul 5, 2024,K1 0 23 050,Filter flushing,""Air mengalir di closed toilet pria, indikasi filter flusing kotor"",""(TL) dilakukan pembersihan pada filter flusing dan penyetelan pada valve sensor, air sudah tidak mengalir (close)"",1,-"
"Jul 5, 2024,K1 0 23 047,Filter flushing,""Air mengalir di closed toilet pria, indikasi filter flusing kotor"",""(TL) dilakukan pembersihan pada filter flusing dan penyetelan pada valve sensor, air sudah tidak mengalir (close)"",1,-"
"Jul 5, 2024,K1 0 23 045,Filter flushing,""Air mengalir di closed toilet pria, indikasi filter flusing kotor"",""(TL) dilakukan pembersihan pada filter flusing dan penyetelan pada valve sensor, air sudah tidak mengalir (close)"",1,-"
"Jul 5, 2024,K1 0 23 044,Filter flushing,""Air mengalir di closed toilet pria, indikasi filter flusing kotor"",""(TL) dilakukan pembersihan pada filter flusing dan penyetelan pada valve sensor, air sudah tidak mengalir (close)"",1,-"
"Jul 5, 2024,K1 0 24 012,Filter flushing,Flashing toilet pria mengalir lambat. (Open),-,1,-"
"Jul 4, 2024,K1 0 23 056,Filter flushing,""Temuan dari ta Air mengalir di closed toilet pria, indikasi filter flusing kotor"",""(TL) dilakukan pembersihan pada filter flusing dan penyetelan pada valve sensor, air sudah tidak mengalir (close)"",1,-"
"Jul 4, 2024,K1 0 23 010,Filter flushing,""Temuan dari tka, air pada closed toilet pria ngocor , indikasi filter flushing kotor"",""DTL di lakukan pembersihan serta seting apung apung, hasil air sudah tidak ngocor (close)"",1,-"
"Jul 4, 2024,K1 0 23 042,Filter flushing,""K1 023 42 Temuan dari tim kai Air mengalir di closed toilet pria, indikasi filter flusing kotor"",""(TL) dilakukan pembersihan pada filter flusing dan penyetelan pada valve sensor, air sudah tidak mengalir (close)"",1,https://drive.google.com/open?id=1hqQlcJ1rcle2SiS92w0aaLusgIBkNuGk"
"Jul 4, 2024,K1 0 23 045,Filter flushing,""K1 023 45 Temuan dari tim kai Air mengalir di closed toilet pria, indikasi filter flusing kotor"",""(TL) dilakukan pembersihan pada filter flusing dan penyetelan pada valve sensor, air sudah tidak mengalir (close)"",1,https://drive.google.com/open?id=1MM9LeroTQdJmG29wwYngTrtMSYfbsHPD"
"Jul 4, 2024,K1 0 23 047,Filter flushing,""K1 023 47 Temuan dari tka Air mengalir di closed toilet pria, indikasi filter flusing kotor"",""(TL) dilakukan pembersihan pada filter flusing dan penyetelan pada valve sensor, air sudah tidak mengalir (close)"",1,https://drive.google.com/open?id=1FXqB27AxvpTtH6s8Bi__tWGcImDUE_Gf"
"Jul 3, 2024,K3 0 24 011,Filter flushing,Toilet pria air closet mengalir trus,TL pembersihan pda filter flushing dan setting apung-apung (Close),1,-"
"Jul 3, 2024,K1 0 23 056,Filter flushing,""Temuan dari tka Air mengalir di closed toilet wanita, indikasi filter flusing kotor"",""dilakukan pembersihan pada filter flusing dan penyetelan pada valve sensor, air sudah tidak mengalir"",1,https://drive.google.com/open?id=1VDbCuAiheUHrhbRmVFHkQIetv_ZWsZvA"
"Jul 3, 2024,K1 0 23 047,Filter flushing,Temuan dari Tim kai di toilet pria air pada kloset ngocor,""TL dilakukan pembersihan filter flushing, hasil air sudah tidak ngocor"",1,https://drive.google.com/open?id=1rEZf7yBmRYknI0gpEL2GHshkhNqeWQ1K"
"Jul 3, 2024,K1 0 23 045,Filter flushing,Temuan dari Tim kai di toilet pria air pada kloset ngocor,""dilakukan pembersihan filter flushing, hasil air sudah tidak ngocor"",1,https://drive.google.com/open?id=17mJOvnNDzdMKKrEI3Jq-X9AqWQkIKVRp"
"Jul 3, 2024,K1 0 23 050,Filter flushing,Temuan dari Tim kai di toilet pria air pada kloset ngocor,""TL dilakukan pembersihan filter flushing, hasil air sudah tidak ngocor"",1,https://drive.google.com/open?id=1UY9MH7XXQV0limKIzaj3shDcZukKkGnf"
"Jul 3, 2024,K1 0 23 051,Filter flushing,""Temuan dari tka Air mengalir di closed toilet pria, indikasi filter flusing kotor"",""dilakukan pembersihan pada filter flusing dan penyetelan pada valve sensor, air sudah tidak mengalir"",1,https://drive.google.com/open?id=1avL-p2qOw8ZLm_dbDE8TXvOOig9dDg1C"
