"Apr 4, 2024,K3 0 24 015,Filter strainer,""Aliran air toilet wanita mengalir kecil. TDL melakukan setting apung-apung hasil tetap sama, indikasi filter strainer kotor (Open)"",TDL melakukan setting apung-apung dan pembersihan filter strainer (close),1,""https://drive.google.com/open?id=1i-UJ2LX6_ybjXGtz8fSOwDFwOntWJN5H"
"Apr 4, 2024,K1 0 23 059,Filter strainer,""Temuan pada toilet pria air mengalir kecil Tdl cek boster pum menyala, indikasi pada filer strainer"",Tdl dilakukan perbaikan hasil toilet flushing normal.,1,-"
"Apr 3, 2024,K1 0 23 019,Filter strainer,""Aliran air wastafel toilet pria kecil, indikasi filter strainer kotor. (open)"",-,1,-"
"Apr 2, 2024,K3 0 24 004,Filter strainer,Air toilet tidak bisa mengalir,Pembersihan filter stainer,1,-"
"Apr 2, 2024,K3 0 24 002,Filter strainer,Air toilet tidak bisa mengalir,Pembersihan filter strainer,1,-"
"Apr 1, 2024,K1 0 24 008,Filter strainer,Temuan toilet pria air kurang lancar dibanding toilet lainnya,tdl dilakukan pembersihan di bagian filter strainer (pantauan ),1,-"
"Mar 31, 2024,K1 0 23 023,Filter strainer,toilet wanita mengalir kecil,pembersihan filter strainer,1,-"
"Mar 31, 2024,K1 0 24 008,Filter strainer,""Temuan lintas air pada toilet wanita tidak keluar semua, pergantian booster pump dari 1 ke 2, di ketahui, boster menyala 22 nya, belum di cek saringan stainer (open)"",Pembersihan filter strainer (dalam pantauan),1,-"
"Mar 29, 2024,K1 0 23 051,Filter strainer,pada toilet pria air tidak dapat mengallir,dilakukan pencopotan filter strainer,1,https://drive.google.com/open?id=10f4DJYSQgPdCbunRa5lBodx6TdLft2_K"
"Mar 29, 2024,K3 0 24 002,Filter strainer,""Air wastafel, jet flush toilet pria tidak mengalir. Ditemukan filter strainer kotor"",Melepas filter strainer dengan hasil aliran sudah mengalir lancar,1,https://drive.google.com/open?id=1AT4ZYYKL6Mb-y_AWObCbOQzMid6khVus"
"Mar 22, 2024,K1 0 23 044,Filter strainer,""Temuan toilet wanita tidak bisa di flusing, indikasi fillter in leet kotor sehingga tidak dapat mengisi air ke dalam tangki box flusing."",-,1,https://drive.google.com/open?id=18hTkCPIrE4LnHrPtCrjjqh7_WEUBXi3z"
